SMD,margin-tues8,margin-pct-tues8,margin-wed9,margin-pct-wed9,margin-thurs10,margin-pct-thurs10,margin-fri11,margin-pct-fri11,margin-mon14,margin-pct-mon14,margin-fri18,margin-pct-fri18,margin-mon21,margin-pct-mon21,margin-tues22,margin-pct-tues22,margin-wed30,margin-pct-wed30
5D06,-38,-0.07421875,-25,-0.04595588235294118,-21,-0.03494176372712146,-21,-0.03471074380165289,-30,-0.047244094488188976,-29,-0.04538341158059468,-29,-0.04538341158059468,-29,-0.04538341158059468,-29,-0.04538341158059468
5C04,-58,-0.18412698412698414,-60,-0.18575851393188855,-55,-0.15625,-53,-0.1497175141242938,-57,-0.15363881401617252,-56,-0.15053763440860216,-56,-0.15053763440860216,-56,-0.15053763440860216,-56,-0.15053763440860216
5F07,-58,-0.10301953818827708,-58,-0.09847198641765705,-73,-0.10846953937592868,-73,-0.10846953937592868,-84,-0.11731843575418995,-86,-0.1184573002754821,-86,-0.1184573002754821,-86,-0.1184573002754821,-86,-0.1184573002754821
5B07,-106,-0.16459627329192547,-100,-0.15037593984962405,-78,-0.10569105691056911,-78,-0.10469798657718121,-72,-0.08955223880597014,-72,-0.0891089108910891,-72,-0.0891089108910891,-72,-0.0891089108910891,-72,-0.0891089108910891
5E02,-86,-0.17269076305220885,-91,-0.17300380228136883,-103,-0.1696869851729819,-106,-0.1737704918032787,-128,-0.191904047976012,-123,-0.18141592920353983,-123,-0.18141592920353983,-123,-0.18141592920353983,-123,-0.18141592920353983
5B05,224,0.30939226519337015,233,0.31486486486486487,259,0.33035714285714285,275,0.3399258343634116,309,0.35113636363636364,319,0.3576233183856502,319,0.3576233183856502,319,0.3576233183856502,319,0.3576233183856502
5E04,151,0.2775735294117647,162,0.27692307692307694,208,0.30364963503649633,209,0.30466472303207,213,0.2862903225806452,217,0.28779840848806365,217,0.28779840848806365,217,0.28779840848806365,217,0.28779840848806365
5F04,132,0.22758620689655173,141,0.235,168,0.24347826086956523,168,0.24312590448625182,184,0.25102319236016374,192,0.25771812080536916,192,0.25771812080536916,192,0.25771812080536916,192,0.25771812080536916
5F05,229,0.3982608695652174,243,0.4056761268781302,279,0.413946587537092,277,0.40976331360946744,321,0.4349593495934959,322,0.43105756358768405,322,0.43105756358768405,323,0.4318181818181818,323,0.4318181818181818
